topology,seed,generation,hamming_diversity,population_divergence,best_fitness
none,0,0,0.48862857142857147,0.29700000000000004,62.0
none,0,1,0.4536326530612245,0.43640000000000007,62.0
none,0,2,0.424065306122449,0.4626000000000001,63.0
none,0,3,0.4185632653061224,0.4636,64.0
none,0,4,0.416334693877551,0.4666,66.0
none,0,5,0.4193061224489796,0.4612,67.0
none,0,6,0.41181224489795915,0.4673999999999999,68.0
none,0,7,0.40782040816326526,0.46900000000000003,68.0
none,0,8,0.4021877551020408,0.46519999999999995,69.0
none,0,9,0.4009632653061225,0.4628,69.0
none,0,10,0.39324081632653063,0.4532,70.0
none,0,11,0.3881142857142857,0.4490000000000001,72.0
none,0,12,0.38119183673469387,0.4464,72.0
none,0,13,0.38097142857142857,0.4428000000000001,73.0
none,0,14,0.3810612244897959,0.4368,74.0
none,0,15,0.37264489795918365,0.43400000000000005,76.0
none,0,16,0.3655673469387755,0.42780000000000007,76.0
none,0,17,0.357265306122449,0.41859999999999997,76.0
none,0,18,0.35288979591836733,0.406,77.0
none,0,19,0.34620408163265304,0.4018,78.0
none,0,20,0.3436,0.4018,79.0
none,0,21,0.33799999999999997,0.39580000000000004,79.0
none,0,22,0.33693061224489795,0.3922,79.0
none,0,23,0.3325877551020408,0.3896,79.0
none,0,24,0.32757551020408165,0.3847999999999999,80.0
none,0,25,0.3245142857142857,0.3782,80.0
none,0,26,0.31770612244897956,0.37120000000000003,80.0
none,0,27,0.31266938775510206,0.3662,82.0
none,0,28,0.303469387755102,0.35960000000000003,82.0
none,0,29,0.3015591836734694,0.35340000000000005,83.0
none,0,30,0.296865306122449,0.3506,83.0
none,0,31,0.2927265306122449,0.3426,83.0
none,0,32,0.28974693877551017,0.3394,83.0
none,0,33,0.286195918367347,0.333,83.0
none,0,34,0.27722448979591835,0.3226,84.0
none,0,35,0.27222857142857143,0.316,84.0
none,0,36,0.2643755102040817,0.3058,85.0
none,0,37,0.25834285714285715,0.29760000000000003,88.0
none,0,38,0.2557632653061225,0.2952,88.0
none,0,39,0.25082448979591837,0.2918,88.0
none,0,40,0.24889795918367347,0.29100000000000004,89.0
none,0,41,0.24838367346938775,0.2878,89.0
none,0,42,0.2443591836734694,0.2832,89.0
none,0,43,0.23347755102040818,0.2738,89.0
none,0,44,0.2204979591836735,0.26060000000000005,89.0
none,0,45,0.2197714285714286,0.25799999999999995,89.0
none,0,46,0.21045714285714287,0.2488,89.0
none,0,47,0.20202448979591836,0.24,90.0
none,0,48,0.2011673469387755,0.2338,91.0
none,0,49,0.19990204081632654,0.23040000000000002,91.0
none,0,50,0.19220408163265307,0.22039999999999998,91.0
none,0,51,0.19402448979591838,0.22360000000000002,91.0
none,0,52,0.19205714285714287,0.21960000000000002,90.0
none,0,53,0.18821224489795918,0.21320000000000006,90.0
none,0,54,0.18742857142857144,0.21340000000000003,91.0
none,0,55,0.19093877551020408,0.21400000000000002,91.0
none,0,56,0.1816081632653061,0.2072,92.0
none,0,57,0.18164081632653062,0.20800000000000002,93.0
none,0,58,0.18151020408163265,0.20580000000000004,94.0
none,0,59,0.18081632653061225,0.20400000000000001,93.0
none,0,60,0.17631020408163267,0.202,93.0
none,0,61,0.1787183673469388,0.20220000000000002,93.0
none,0,62,0.16718367346938778,0.19380000000000003,93.0
none,0,63,0.1622530612244898,0.1886,94.0
none,0,64,0.16216326530612246,0.18359999999999999,94.0
none,0,65,0.15984489795918366,0.18240000000000003,94.0
none,0,66,0.15407346938775512,0.17640000000000003,94.0
none,0,67,0.14561632653061224,0.16899999999999998,94.0
none,0,68,0.14598367346938776,0.16640000000000002,94.0
none,0,69,0.14752653061224488,0.16720000000000002,94.0
none,0,70,0.14702857142857143,0.16580000000000003,95.0
none,0,71,0.1443183673469388,0.16360000000000002,94.0
none,0,72,0.1412408163265306,0.15899999999999997,95.0
none,0,73,0.14212244897959184,0.15780000000000002,94.0
none,0,74,0.14213061224489795,0.1602,95.0
none,0,75,0.1361795918367347,0.15500000000000003,95.0
none,0,76,0.13266122448979592,0.15099999999999997,95.0
none,0,77,0.13179591836734694,0.15180000000000002,95.0
none,0,78,0.13030204081632654,0.148,95.0
none,0,79,0.13435102040816327,0.1508,95.0
none,0,80,0.12989387755102041,0.1468,96.0
none,0,81,0.13573877551020408,0.1504,96.0
none,0,82,0.1308408163265306,0.14700000000000002,96.0
none,0,83,0.12888979591836736,0.14500000000000002,96.0
none,0,84,0.12972244897959184,0.14200000000000002,95.0
none,0,85,0.12616326530612246,0.13899999999999996,95.0
none,0,86,0.12537142857142858,0.14200000000000004,96.0
none,0,87,0.12148571428571428,0.1388,96.0
none,0,88,0.12301224489795919,0.1366,96.0
none,0,89,0.12168163265306121,0.1356,96.0
none,0,90,0.11813877551020407,0.13140000000000002,97.0
none,0,91,0.1144734693877551,0.12940000000000002,97.0
none,0,92,0.11688979591836735,0.13080000000000003,97.0
none,0,93,0.11237551020408164,0.1258,97.0
none,0,94,0.10680816326530612,0.11979999999999999,97.0
none,0,95,0.10426122448979593,0.11699999999999999,97.0
none,0,96,0.10878367346938775,0.12160000000000001,97.0
none,0,97,0.11358367346938776,0.125,97.0
none,0,98,0.11506122448979593,0.12799999999999997,97.0
none,0,99,0.11013877551020408,0.12279999999999999,97.0
none,1,0,0.4855591836734694,0.28300000000000003,61.0
none,1,1,0.46757551020408167,0.3556,61.0
none,1,2,0.43551020408163266,0.4312,63.0
none,1,3,0.4289061224489796,0.4452,64.0
none,1,4,0.4129632653061225,0.47119999999999995,64.0
none,1,5,0.4039836734693878,0.47519999999999996,65.0
none,1,6,0.40186938775510206,0.46959999999999996,66.0
none,1,7,0.3973877551020408,0.46559999999999996,66.0
none,1,8,0.39696326530612247,0.4652,67.0
none,1,9,0.39564897959183676,0.46299999999999997,68.0
none,1,10,0.39280000000000004,0.4622,69.0
none,1,11,0.3925959183673469,0.4606,71.0
none,1,12,0.3860816326530612,0.45039999999999997,72.0
none,1,13,0.3829877551020408,0.4445999999999999,72.0
none,1,14,0.37816326530612243,0.4406,72.0
none,1,15,0.37137959183673463,0.4356,75.0
none,1,16,0.3670938775510204,0.4284,77.0
none,1,17,0.3653224489795918,0.42519999999999997,78.0
none,1,18,0.36579591836734693,0.4236,79.0
none,1,19,0.36243265306122446,0.422,78.0
none,1,20,0.35292244897959185,0.41459999999999997,79.0
none,1,21,0.34943673469387754,0.4064,79.0
none,1,22,0.34455510204081635,0.40119999999999995,81.0
none,1,23,0.33417142857142856,0.39,81.0
none,1,24,0.32651428571428576,0.38339999999999996,81.0
none,1,25,0.3177877551020408,0.3724,82.0
none,1,26,0.3134448979591837,0.36519999999999997,83.0
none,1,27,0.3045551020408163,0.3548,84.0
none,1,28,0.2957795918367347,0.3476,85.0
none,1,29,0.2936408163265306,0.34280000000000005,85.0
none,1,30,0.28936326530612244,0.3348,86.0
none,1,31,0.2837061224489796,0.3302,87.0
none,1,32,0.27960816326530613,0.3246,88.0
none,1,33,0.27925714285714287,0.3246,87.0
none,1,34,0.27124081632653063,0.3186,87.0
none,1,35,0.2634204081632653,0.3094,89.0
none,1,36,0.25704489795918367,0.2978,88.0
none,1,37,0.25257142857142856,0.2928,89.0
none,1,38,0.25074285714285716,0.29100000000000004,89.0
none,1,39,0.24504489795918366,0.2854,89.0
none,1,40,0.25048979591836734,0.28759999999999997,89.0
none,1,41,0.24892244897959184,0.29039999999999994,89.0
none,1,42,0.2500081632653061,0.2886,90.0
none,1,43,0.24623673469387752,0.2846,90.0
none,1,44,0.2418612244897959,0.2796,90.0
none,1,45,0.2376326530612245,0.27440000000000003,90.0
none,1,46,0.2361795918367347,0.2698,90.0
none,1,47,0.23184489795918367,0.2658,90.0
none,1,48,0.22955102040816328,0.2658,90.0
none,1,49,0.2319265306122449,0.2692,90.0
none,1,50,0.22787755102040816,0.26720000000000005,91.0
none,1,51,0.22179591836734694,0.26280000000000003,91.0
none,1,52,0.21698775510204082,0.2556,90.0
none,1,53,0.20638367346938774,0.24420000000000003,91.0
none,1,54,0.21056326530612246,0.24699999999999997,90.0
none,1,55,0.21292244897959184,0.24820000000000006,91.0
none,1,56,0.20893061224489795,0.24420000000000003,91.0
none,1,57,0.20610612244897958,0.2374,91.0
none,1,58,0.20306122448979594,0.23600000000000004,91.0
none,1,59,0.2006530612244898,0.23360000000000003,90.0
none,1,60,0.20226938775510203,0.23479999999999998,91.0
none,1,61,0.20283265306122447,0.23459999999999998,91.0
none,1,62,0.20031020408163264,0.22999999999999998,90.0
none,1,63,0.20124081632653062,0.2294,91.0
none,1,64,0.20053061224489796,0.2254,91.0
none,1,65,0.1966857142857143,0.22240000000000001,91.0
none,1,66,0.1889387755102041,0.21740000000000004,91.0
none,1,67,0.18682448979591837,0.21580000000000005,92.0
none,1,68,0.18463673469387754,0.21140000000000003,92.0
none,1,69,0.1816,0.2076,92.0
none,1,70,0.17782857142857142,0.2024,91.0
none,1,71,0.17806530612244897,0.19820000000000002,91.0
none,1,72,0.17463673469387753,0.1942,92.0
none,1,73,0.16844081632653063,0.19080000000000003,92.0
none,1,74,0.1688408163265306,0.192,92.0
none,1,75,0.17123265306122448,0.1942,92.0
none,1,76,0.1678612244897959,0.19060000000000002,92.0
none,1,77,0.1713714285714286,0.194,92.0
none,1,78,0.17057959183673468,0.1938,91.0
none,1,79,0.1742938775510204,0.19480000000000003,91.0
none,1,80,0.1730204081632653,0.1922,92.0
none,1,81,0.17467755102040816,0.1948,93.0
none,1,82,0.17947755102040816,0.1984,93.0
none,1,83,0.16611428571428571,0.18980000000000002,93.0
none,1,84,0.16293877551020408,0.18640000000000004,93.0
none,1,85,0.16698775510204084,0.18880000000000002,93.0
none,1,86,0.17088163265306122,0.1916,93.0
none,1,87,0.16881632653061224,0.1894,92.0
none,1,88,0.16673469387755102,0.18960000000000002,92.0
none,1,89,0.15963265306122448,0.17880000000000001,92.0
none,1,90,0.16226938775510202,0.1814,93.0
none,1,91,0.15972244897959184,0.18000000000000002,93.0
none,1,92,0.1602204081632653,0.17720000000000002,93.0
none,1,93,0.1604489795918367,0.17739999999999997,93.0
none,1,94,0.15823673469387756,0.1738,94.0
none,1,95,0.15346122448979593,0.1678,94.0
none,1,96,0.14915102040816328,0.166,94.0
none,1,97,0.15176326530612244,0.16660000000000003,94.0
none,1,98,0.14537142857142857,0.1638,94.0
none,1,99,0.14537142857142857,0.16260000000000002,94.0
none,2,0,0.47337959183673467,0.313,61.0
none,2,1,0.4506122448979592,0.41200000000000003,61.0
none,2,2,0.4356979591836735,0.4436,63.0
none,2,3,0.4147591836734694,0.4459999999999999,65.0
none,2,4,0.39777142857142855,0.4468,67.0
none,2,5,0.38542040816326534,0.4412000000000001,67.0
none,2,6,0.3752816326530612,0.4384,69.0
none,2,7,0.3734612244897959,0.4366,69.0
none,2,8,0.3699755102040816,0.43200000000000005,69.0
none,2,9,0.3669877551020408,0.42919999999999997,69.0
none,2,10,0.37057959183673467,0.4284,70.0
none,2,11,0.36435102040816325,0.4272,71.0
none,2,12,0.36458775510204083,0.42539999999999994,71.0
none,2,13,0.3595265306122449,0.42000000000000004,72.0
none,2,14,0.3551265306122449,0.41339999999999993,74.0
none,2,15,0.34684897959183675,0.40259999999999996,76.0
none,2,16,0.3423510204081633,0.39560000000000006,78.0
none,2,17,0.3386938775510204,0.39459999999999995,81.0
none,2,18,0.330865306122449,0.38820000000000005,81.0
none,2,19,0.32907755102040814,0.3846,80.0
none,2,20,0.32901224489795916,0.3838,81.0
none,2,21,0.3208326530612245,0.37,81.0
none,2,22,0.31104489795918366,0.36219999999999997,81.0
none,2,23,0.3073877551020408,0.35819999999999996,81.0
none,2,24,0.3060816326530612,0.35760000000000003,82.0
none,2,25,0.30041632653061223,0.35120000000000007,82.0
none,2,26,0.29787755102040814,0.34800000000000003,82.0
none,2,27,0.2946122448979592,0.3454,82.0
none,2,28,0.29533877551020404,0.34600000000000003,83.0
none,2,29,0.29223673469387756,0.33940000000000003,84.0
none,2,30,0.28597551020408163,0.3338,84.0
none,2,31,0.27685714285714286,0.3244,85.0
none,2,32,0.2653061224489796,0.3118,85.0
none,2,33,0.2659020408163265,0.30820000000000003,85.0
none,2,34,0.258065306122449,0.29979999999999996,86.0
none,2,35,0.26088979591836736,0.30400000000000005,86.0
none,2,36,0.2604571428571429,0.3042,86.0
none,2,37,0.2587591836734694,0.3005999999999999,86.0
none,2,38,0.2537469387755102,0.2972,86.0
none,2,39,0.252995918367347,0.29680000000000006,86.0
none,2,40,0.2449714285714286,0.28680000000000005,86.0
none,2,41,0.24321632653061226,0.28500000000000003,87.0
none,2,42,0.2374530612244898,0.2778,87.0
none,2,43,0.23603265306122448,0.2734,88.0
none,2,44,0.2340244897959184,0.2732,88.0
none,2,45,0.23128979591836735,0.2712,88.0
none,2,46,0.23128979591836735,0.269,88.0
none,2,47,0.22817142857142858,0.267,88.0
none,2,48,0.2263673469387755,0.26080000000000003,89.0
none,2,49,0.22600816326530612,0.262,89.0
none,2,50,0.21879183673469388,0.25579999999999997,90.0
none,2,51,0.21755102040816326,0.2516,90.0
none,2,52,0.21903673469387755,0.2512,90.0
none,2,53,0.2194530612244898,0.2514,91.0
none,2,54,0.21720816326530612,0.24699999999999997,90.0
none,2,55,0.2103265306122449,0.24019999999999997,90.0
none,2,56,0.20082448979591838,0.2314,91.0
none,2,57,0.19928979591836737,0.2286,91.0
none,2,58,0.19742040816326528,0.22600000000000003,92.0
none,2,59,0.19360816326530614,0.22240000000000001,91.0
none,2,60,0.19619591836734696,0.2258,92.0
none,2,61,0.19099591836734692,0.22319999999999998,92.0
none,2,62,0.1856734693877551,0.21800000000000003,92.0
none,2,63,0.18539591836734692,0.21439999999999998,92.0
none,2,64,0.1786938775510204,0.2068,93.0
none,2,65,0.17893061224489795,0.20620000000000002,93.0
none,2,66,0.17284081632653062,0.20000000000000004,93.0
none,2,67,0.16440816326530613,0.1912,93.0
none,2,68,0.1652081632653061,0.18960000000000005,93.0
none,2,69,0.16437551020408164,0.189,93.0
none,2,70,0.16701224489795918,0.1902,93.0
none,2,71,0.16675102040816328,0.18839999999999998,93.0
none,2,72,0.1653142857142857,0.1874,94.0
none,2,73,0.17275102040816326,0.1912,95.0
none,2,74,0.16443265306122448,0.183,94.0
none,2,75,0.1615591836734694,0.1836,94.0
none,2,76,0.16140408163265307,0.18180000000000002,94.0
none,2,77,0.1612816326530612,0.18180000000000002,94.0
none,2,78,0.1607673469387755,0.1804,94.0
none,2,79,0.15975510204081633,0.17839999999999998,94.0
none,2,80,0.15227755102040816,0.17079999999999998,95.0
none,2,81,0.14752653061224488,0.16600000000000004,95.0
none,2,82,0.1438938775510204,0.161,95.0
none,2,83,0.13998367346938775,0.1588,95.0
none,2,84,0.13320816326530613,0.1522,95.0
none,2,85,0.13420408163265304,0.15180000000000002,95.0
none,2,86,0.13335510204081633,0.1516,95.0
none,2,87,0.13485714285714287,0.15040000000000003,95.0
none,2,88,0.1349061224489796,0.1526,95.0
none,2,89,0.13480816326530612,0.1526,94.0
none,2,90,0.1390530612244898,0.157,94.0
none,2,91,0.14355102040816325,0.15940000000000001,95.0
none,2,92,0.13920816326530613,0.15760000000000002,94.0
none,2,93,0.1357469387755102,0.15280000000000002,95.0
none,2,94,0.1347918367346939,0.1532,96.0
none,2,95,0.1352734693877551,0.15259999999999999,96.0
none,2,96,0.13026938775510205,0.14700000000000002,96.0
none,2,97,0.12457142857142857,0.1394,96.0
none,2,98,0.12776326530612245,0.14200000000000002,96.0
none,2,99,0.12993469387755102,0.14059999999999997,95.0
none,3,0,0.4741142857142857,0.2912,63.0
none,3,1,0.4441877551020408,0.4,65.0
none,3,2,0.4338367346938775,0.4426,66.0
none,3,3,0.4253142857142857,0.4431999999999999,66.0
none,3,4,0.40568163265306123,0.462,66.0
none,3,5,0.4013306122448979,0.45459999999999995,67.0
none,3,6,0.3921224489795918,0.44720000000000004,68.0
none,3,7,0.3803673469387755,0.44419999999999993,68.0
none,3,8,0.3782448979591837,0.44399999999999995,69.0
none,3,9,0.37900408163265303,0.4406,71.0
none,3,10,0.37688163265306124,0.4391999999999999,71.0
none,3,11,0.37549387755102037,0.4364,72.0
none,3,12,0.3698448979591836,0.4346,73.0
none,3,13,0.3627428571428572,0.4236,75.0
none,3,14,0.357934693877551,0.417,75.0
none,3,15,0.35499591836734695,0.41600000000000004,76.0
none,3,16,0.35005714285714284,0.4104,75.0
none,3,17,0.34220408163265303,0.40519999999999995,77.0
none,3,18,0.33648979591836736,0.39880000000000004,77.0
