topology,seed,generation,hamming_diversity,population_divergence,best_fitness
custom,0,0,0.48803508771929827,0.3166666666666667,65.0
custom,0,1,0.4743070175438596,0.40219696969696966,67.0
custom,0,2,0.45919956140350876,0.4514962121212121,69.0
custom,0,3,0.45125877192982455,0.4551136363636364,69.0
custom,0,4,0.44284210526315787,0.45768939393939395,70.0
custom,0,5,0.4398092105263158,0.36047348484848485,71.0
custom,0,6,0.4113092105263158,0.3834659090909091,71.0
custom,0,7,0.3810899122807017,0.3897916666666666,72.0
custom,0,8,0.37354166666666666,0.3865719696969697,73.0
custom,0,9,0.37155701754385967,0.3879166666666667,73.0
custom,0,10,0.3689078947368421,0.33359848484848487,73.0
custom,0,11,0.3563881578947368,0.32759469696969695,77.0
custom,0,12,0.34386842105263155,0.3391287878787878,78.0
custom,0,13,0.3412916666666667,0.3427840909090909,78.0
custom,0,14,0.3317412280701755,0.3409469696969697,78.0
custom,0,15,0.3331184210526316,0.30143939393939395,78.0
custom,0,16,0.32312061403508774,0.30467803030303026,82.0
custom,0,17,0.3151732456140351,0.31323863636363636,81.0
custom,0,18,0.3131425438596491,0.3203977272727273,82.0
custom,0,19,0.30948245614035086,0.3219318181818181,80.0
custom,0,20,0.3109122807017544,0.28825757575757566,81.0
custom,0,21,0.29813815789473685,0.2848295454545455,81.0
custom,0,22,0.28460307017543857,0.2816477272727273,82.0
custom,0,23,0.27683771929824563,0.27897727272727274,86.0
custom,0,24,0.27325657894736843,0.28323863636363633,87.0
custom,0,25,0.2695701754385965,0.2524621212121212,88.0
custom,0,26,0.2624035087719298,0.25132575757575754,88.0
custom,0,27,0.26170394736842106,0.25566287878787874,89.0
custom,0,28,0.25764254385964913,0.25899621212121215,88.0
custom,0,29,0.25616885964912284,0.2617992424242424,89.0
custom,0,30,0.2561513157894737,0.2266856060606061,88.0
custom,0,31,0.24618640350877194,0.23517045454545452,90.0
custom,0,32,0.23919736842105263,0.2362878787878788,88.0
custom,0,33,0.23308771929824562,0.2349242424242424,88.0
custom,0,34,0.23265131578947368,0.23869318181818183,89.0
custom,0,35,0.23150657894736842,0.20971590909090906,89.0
custom,0,36,0.22875,0.21984848484848488,91.0
custom,0,37,0.22982236842105264,0.2275189393939394,91.0
custom,0,38,0.22194736842105264,0.2285227272727273,91.0
custom,0,39,0.21537280701754388,0.22333333333333336,91.0
custom,0,40,0.214125,0.19551136363636365,91.0
custom,0,41,0.20666666666666667,0.1892424242424242,91.0
custom,0,42,0.20643859649122806,0.19678030303030303,91.0
custom,0,43,0.20518201754385967,0.2014962121212121,91.0
custom,0,44,0.2050745614035088,0.20359848484848483,92.0
custom,0,45,0.2016666666666667,0.17753787878787877,91.0
custom,0,46,0.19342543859649122,0.18045454545454545,93.0
custom,0,47,0.19229824561403508,0.18583333333333335,92.0
custom,0,48,0.1907171052631579,0.187594696969697,92.0
custom,0,49,0.1884078947368421,0.18678030303030307,92.0
custom,0,50,0.1859122807017544,0.1632575757575758,92.0
custom,0,51,0.17853070175438596,0.1672348484848485,93.0
custom,0,52,0.17289254385964914,0.1688825757575758,93.0
custom,0,53,0.16660087719298247,0.16609848484848488,94.0
custom,0,54,0.1606469298245614,0.16293560606060606,94.0
custom,0,55,0.15923245614035086,0.14170454545454544,94.0
custom,0,56,0.15283333333333332,0.1448484848484849,96.0
