topology,seed,generation,hamming_diversity,population_divergence,best_fitness
custom,0,0,0.49254934210526313,0.3067708333333334,0.8909090909090909
custom,0,1,0.48669407894736844,0.3994791666666666,0.9090909090909091
custom,0,2,0.48428179824561407,0.43508522727272725,0.9272727272727272
custom,0,3,0.4880811403508772,0.4570075757575757,0.9454545454545454
custom,0,4,0.4878508771929824,0.46515151515151515,0.9090909090909091
custom,0,5,0.4874013157894737,0.35132575757575757,0.9272727272727272
custom,0,6,0.4770668859649123,0.3917140151515151,0.9272727272727272
custom,0,7,0.47455592105263156,0.4392518939393939,0.9454545454545454
custom,0,8,0.46680372807017545,0.4344223484848485,0.9818181818181818
custom,0,9,0.4582236842105263,0.4479166666666667,0.9818181818181818
custom,0,10,0.4431962719298245,0.3794981060606061,0.9818181818181818
custom,0,11,0.4298245614035087,0.3942234848484848,0.9818181818181818
custom,0,12,0.40654057017543865,0.40004734848484846,0.9818181818181818
custom,0,13,0.39584978070175436,0.3996685606060606,0.9818181818181818
custom,0,14,0.3985800438596491,0.4001420454545454,0.9818181818181818
custom,0,15,0.39915570175438597,0.35170454545454544,0.9818181818181818
custom,0,16,0.4111896929824561,0.38593750000000004,0.9818181818181818
custom,0,17,0.40696820175438597,0.41463068181818186,0.9818181818181818
custom,0,18,0.412077850877193,0.4252367424242424,0.9454545454545454
custom,0,19,0.41399671052631576,0.4277935606060606,0.9454545454545454
custom,0,20,0.427406798245614,0.3780776515151515,0.9454545454545454
custom,0,21,0.4276425438596491,0.4210227272727272,0.9636363636363636
custom,0,22,0.4278344298245614,0.4232481060606061,0.9818181818181818
custom,0,23,0.42128837719298246,0.4197443181818182,0.9818181818181818
custom,0,24,0.42664473684210524,0.42575757575757567,0.9818181818181818
custom,0,25,0.42788925438596487,0.35506628787878786,0.9818181818181818
custom,0,26,0.4247752192982456,0.35857007575757566,0.9818181818181818
custom,0,27,0.3995614035087719,0.37452651515151514,0.9818181818181818
custom,0,28,0.39530153508771926,0.386032196969697,0.9818181818181818
custom,0,29,0.38985197368421054,0.3939867424242424,0.9818181818181818
custom,0,30,0.39362390350877197,0.3495738636363636,0.9636363636363636
custom,0,31,0.39175986842105265,0.3575284090909091,0.9818181818181818
custom,0,32,0.3922642543859649,0.37400568181818183,0.9818181818181818
custom,0,33,0.39501644736842106,0.38517992424242425,0.9818181818181818
custom,0,34,0.39341008771929825,0.3875,0.9818181818181818
custom,0,35,0.3849616228070175,0.34218750000000003,0.9818181818181818
custom,0,36,0.386984649122807,0.36960227272727275,0.9818181818181818
custom,0,37,0.3970997807017544,0.3938920454545455,0.9818181818181818
custom,0,38,0.3956962719298246,0.3986268939393939,0.9818181818181818
custom,0,39,0.3887883771929824,0.3886837121212121,0.9818181818181818
custom,0,40,0.38318530701754383,0.34483901515151516,0.9818181818181818
custom,0,41,0.378859649122807,0.36221590909090917,0.9818181818181818
custom,0,42,0.3749780701754386,0.36515151515151517,0.9818181818181818
custom,0,43,0.37364035087719294,0.3738636363636364,0.9818181818181818
custom,0,44,0.3788706140350877,0.381534090909091,0.9818181818181818
custom,0,45,0.37687499999999996,0.32708333333333334,0.9818181818181818
custom,0,46,0.3815953947368421,0.3663352272727272,1.0
custom,0,47,0.3751425438596491,0.365719696969697,1.0
custom,0,48,0.3743311403508772,0.3771780303030303,1.0
custom,0,49,0.37309758771929824,0.3775094696969697,1.0
custom,0,50,0.36811403508771934,0.32386363636363635,1.0
custom,0,51,0.37968201754385966,0.3572916666666666,1.0
custom,0,52,0.3800219298245614,0.3724431818181818,1.0
custom,0,53,0.37753837719298244,0.3815814393939394,1.0
custom,0,54,0.37631030701754387,0.38063446969696973,1.0
custom,0,55,0.38526315789473686,0.325,1.0
custom,0,56,0.3659594298245614,0.3401041666666667,1.0
custom,0,57,0.3737280701754386,0.3614583333333333,1.0
custom,0,58,0.36996162280701755,0.36396780303030307,1.0
custom,0,59,0.3637938596491228,0.3697916666666667,1.0
custom,0,60,0.36063596491228067,0.3173295454545455,1.0
custom,0,61,0.35862390350877194,0.3319602272727272,1.0
custom,0,62,0.3565515350877193,0.336221590909091,1.0
custom,0,63,0.350422149122807,0.3443655303030303,1.0
custom,0,64,0.35214912280701754,0.34952651515151517,1.0
